subroutine,Instruction,Call address,Destination,Resolved name
sub_403550,call,0x403565,0x6f64ccc9,
sub_403550,call,0x403579,0x6f64ccc9,
sub_403550,call,0x403589,0x6f64ccc9,
sub_403620,call,0x403646,0x6f64ccc9,
sub_403620,call,0x40365e,0x6f64ccc9,
sub_403620,call,0x403670,0x6f64ccc9,
sub_403620,call,0x403680,0x6f64ccc9,
sub_403620,call,0x4036e9,0x6f64ccc9,
sub_403620,call,0x4036f9,0x6f64ccc9,
sub_403800,call,0x40385c,0x6f64ccc9,
sub_403880,call,0x4038bf,0x6f64ccc9,
sub_4039C0,call,0x4039e8,0x6f64ccc9,
sub_4039C0,call,0x4039fc,0x6f64ccc9,
sub_4039C0,call,0x403a29,0x6f64ccc9,
sub_403E50,call,0x403e7d,0x732f7149,
sub_404140,call,0x404160,0x6f63bf3a,
sub_404470,call,0x40447d,0x732f5ebb,
sub_404470,jmp,0x404486,0x6f63c076,
sub_404510,call,0x40453f,0x6f63bfb4,
sub_404510,call,0x40455a,0x732f7286,
sub_404580,call,0x4045a9,0x6f63bf24,
sub_404580,call,0x4045c5,0x732f7286,
sub_404700,call,0x404709,0x6f63bf3a,
sub_404720,jmp,0x404727,0x6f63c076,
sub_404760,call,0x404769,0x6f63bfb4,
sub_404DF0,call,0x404e2f,0x6f64ccc9,
sub_405820,call,0x405982,0x7639eb00,
sub_405820,call,0x4059a0,0x7639ea80,
sub_405820,call,0x405bec,0x7639eb00,
sub_405820,call,0x405c0b,0x7639ea80,
sub_405820,call,0x405c93,0x7639eb00,
sub_405820,call,0x405cb2,0x7639ea80,
sub_405820,call,0x405d27,0x7639eb00,
sub_405820,call,0x405d46,0x7639ea80,
sub_406450,call,0x4064aa,0x732f7149,
sub_406450,call,0x4064b4,0x732f5ebb,
sub_406450,call,0x4064e6,0x732f7149,
sub_406450,call,0x406505,0x732f7149,
sub_406450,call,0x406524,0x732f7149,
sub_406450,call,0x40652e,0x732f5ebb,
sub_406450,call,0x40654f,0x732f7149,
sub_406450,call,0x40656e,0x732f7149,
sub_406450,call,0x40658d,0x732f7149,
sub_406450,call,0x406597,0x732f5ebb,
sub_406450,call,0x4065cd,0x732f7149,
sub_406450,call,0x4065ec,0x732f7149,
sub_406840,call,0x4068df,0x7639eb00,
sub_406840,call,0x406914,0x7639eb00,
sub_406840,call,0x4069a1,0x7639eb00,
sub_406840,call,0x406aad,0x7639eb00,
sub_406840,call,0x406b40,0x6f6390b7,
sub_406840,call,0x406bba,0x7639eb00,
sub_406840,call,0x406cce,0x7639eb00,
sub_406DF0,call,0x406e7d,0x7639eb00,
sub_406DF0,call,0x406eb2,0x7639eb00,
sub_406DF0,call,0x406f3e,0x7639eb00,
sub_406DF0,call,0x407053,0x7639eb00,
sub_4070D0,call,0x407162,0x7639eb00,
sub_4070D0,call,0x407197,0x7639eb00,
sub_4070D0,call,0x40721e,0x7639eb00,
sub_4070D0,call,0x407332,0x7639eb00,
sub_4076A0,call,0x407716,0x7639eb00,
sub_4077B0,call,0x4077dd,0x7639eb00,
sub_407820,call,0x40784d,0x7639eb00,
sub_4078E0,call,0x40797f,0x7639eb00,
sub_4078E0,call,0x4079b4,0x7639eb00,
sub_4078E0,call,0x407a41,0x7639eb00,
sub_4078E0,call,0x407b60,0x7639eb00,
sub_4078E0,call,0x407bd9,0x6f6390b7,
sub_4078E0,call,0x407c53,0x7639eb00,
sub_408FF0,call,0x409018,0x6f643d3f,
sub_408FF0,call,0x409047,0x6f643b4e,
sub_409400,call,0x409453,0x7639eb00,
sub_409900,call,0x409967,0x7639eb00,
sub_409900,call,0x4099f2,0x7639eb00,
sub_409900,call,0x409a17,0x7639ea80,
sub_409900,call,0x409a5e,0x7639eb00,
sub_409AD0,call,0x409b49,0x7639eb00,
sub_409AD0,call,0x409b69,0x7639ea80,
sub_409CB0,call,0x409cce,0x6f661a37,
sub_40A480,call,0x40a491,0x7639ea80,
sub_40A530,call,0x40a562,0x7639eb00,
sub_40AAC0,call,0x40aad1,0x7639ea80,
sub_40B0A0,call,0x40b0b0,0x6f661a37,
sub_40B340,call,0x40b36b,0x6f61497e,
sub_40FC90,call,0x40fcb1,0x10009940,
sub_414860,call,0x414872,0x6f64ccc9,
sub_415120,call,0x415141,0x6e3a1380,
sub_415180,call,0x4151a1,0x6e3a1380,
sub_415210,call,0x415231,0x6e3a1380,
sub_4152D0,call,0x4152ef,0x6e3a1380,
sub_415320,call,0x41533f,0x6e3a1380,
sub_4153E0,call,0x415414,0x7639e290,
sub_415440,call,0x415474,0x7639e290,
sub_4155E0,call,0x415601,0x6e3a1380,
sub_415650,call,0x41566f,0x6e3a1380,
sub_4156D0,call,0x4156ef,0x6e3a1380,
sub_415770,call,0x415791,0x6e3a1380,
sub_415830,call,0x415851,0x6e3a1380,
sub_415880,call,0x4158a1,0x6e3a1380,
sub_415B40,call,0x415b72,0x6f64ccc9,
sub_415B40,call,0x415b80,0x6f64ccc9,
sub_415B40,call,0x415b8b,0x6f64ccc9,
sub_415BC0,call,0x415c12,0x6f64ccc9,
sub_415C80,call,0x415caf,0x6f64ccc9,
sub_415D20,call,0x415d5f,0x6f64ccc9,
sub_415D20,call,0x415d75,0x6f64ccc9,
sub_415D20,call,0x415d82,0x6f64ccc9,
sub_415D20,call,0x415d95,0x6f64ccc9,
sub_415D20,call,0x415da2,0x6f64ccc9,
sub_415D20,call,0x415dbc,0x6f64ccc9,
sub_415D20,call,0x415dc9,0x6f64ccc9,
sub_415D20,call,0x415dda,0x6f64ccc9,
sub_415D20,call,0x415de5,0x6f64ccc9,
sub_415E30,call,0x415e6c,0x6f64ccc9,
sub_4168D0,call,0x416907,0x6f64ccc9,
sub_4168D0,call,0x416919,0x6f64ccc9,
sub_4168D0,call,0x416924,0x6f64ccc9,
sub_416950,call,0x41698f,0x6f64ccc9,
sub_416A30,call,0x416a60,0x6f64ccc9,
sub_416EB0,call,0x416ee7,0x6f64ccc9,
sub_416EB0,call,0x416ef9,0x6f64ccc9,
sub_416EB0,call,0x416f04,0x6f64ccc9,
sub_417230,call,0x417242,0x6f612f16,
sub_417C00,call,0x417cd7,0x6f613369,
sub_417C00,call,0x417d11,0x6f613369,
sub_417C00,call,0x417d42,0x6f613369,
sub_417C00,call,0x417d57,0x6f617141,
sub_418000,call,0x418037,0x6f64ccc9,
sub_418000,call,0x418049,0x6f64ccc9,
sub_418000,call,0x418054,0x6f64ccc9,
sub_418180,call,0x41818d,0x7639ea80,
sub_4181A0,call,0x4181ae,0x7639ea80,
sub_4181C0,call,0x4181ce,0x7639ea80,
sub_4181E0,call,0x4181ee,0x7639ea80,
sub_4183B0,call,0x4183fe,0x6f64ccc9,
sub_4183B0,call,0x418449,0x6f64ccc9,
sub_419010,call,0x41903e,0x6f64ccc9,
sub_419010,call,0x419074,0x6f64ccc9,
sub_419010,call,0x419096,0x6f64ccc9,
sub_41CD80,call,0x41ce13,0x732f501f,
sub_41CEB0,call,0x41cf36,0x732f501f,
sub_41CFB0,call,0x41d034,0x732f501f,
sub_41D0D0,call,0x41d155,0x732f501f,
sub_41D260,call,0x41d272,0x6f64ccc9,
sub_41D260,call,0x41d289,0x6f64ccc9,
sub_41D260,call,0x41d299,0x6f64ccc9,
sub_41D300,call,0x41d3cc,0x6f64ccc9,
sub_41D300,call,0x41d3df,0x6f64ccc9,
sub_41D540,call,0x41d57b,0x732f5ebb,
sub_41D8C0,call,0x41d8f2,0x6f64ccc9,
sub_41D8C0,call,0x41d914,0x6f64ccc9,
sub_41D8C0,call,0x41d936,0x6f64ccc9,
sub_41D8C0,call,0x41d95a,0x6f64ccc9,
sub_41D9C0,call,0x41d9f3,0x6f64ccc9,
sub_41D9C0,call,0x41da07,0x6f64ccc9,
sub_41D9C0,call,0x41da43,0x6f64ccc9,
sub_41D9C0,call,0x41da53,0x6f64ccc9,
sub_41D9C0,call,0x41da8f,0x6f64ccc9,
sub_41D9C0,call,0x41da9a,0x6f64ccc9,
sub_41DD60,call,0x41dd8e,0x6f64ccc9,
sub_41DD60,call,0x41dde2,0x6f64ccc9,
sub_41DE30,call,0x41de5e,0x6f64ccc9,
sub_41DE30,call,0x41deb2,0x6f64ccc9,
sub_41DF00,call,0x41df2e,0x6f64ccc9,
sub_41DF00,call,0x41df7e,0x6f64ccc9,
sub_41DFC0,call,0x41dfee,0x6f64ccc9,
sub_41DFC0,call,0x41e03e,0x6f64ccc9,
sub_41E080,call,0x41e0ae,0x6f64ccc9,
sub_41E080,call,0x41e0fe,0x6f64ccc9,
sub_41E160,call,0x41e177,0x733058ba,
sub_41E1C0,call,0x41e1fd,0x6f64ccc9,
sub_41E1C0,call,0x41e215,0x6f64ccc9,
sub_41E1C0,call,0x41e22b,0x6f64ccc9,
sub_41E1C0,call,0x41e23b,0x6f64ccc9,
sub_41E1C0,call,0x41e24c,0x6f64ccc9,
sub_41E1C0,call,0x41e264,0x6f64ccc9,
sub_41E1C0,call,0x41e275,0x6f64ccc9,
sub_41E1C0,call,0x41e29e,0x6f64ccc9,
sub_41E1C0,call,0x41e2b2,0x6f64ccc9,
sub_41E1C0,call,0x41e2c8,0x6f64ccc9,
sub_41E1C0,call,0x41e2ed,0x6f64ccc9,
sub_41E1C0,call,0x41e301,0x6f64ccc9,
sub_41E6E0,call,0x41e72f,0x6f64ccc9,
sub_41E6E0,call,0x41e73f,0x6f64ccc9,
sub_41E6E0,call,0x41e74a,0x6f64ccc9,
sub_41E850,call,0x41e887,0x732f7149,
sub_41E850,call,0x41e8af,0x732f5ebb,
sub_41E850,call,0x41e91a,0x732f7149,
sub_41E850,call,0x41e952,0x732f5ebb,
sub_41E9A0,call,0x41ea10,0x6f64ccc9,
sub_41E9A0,call,0x41ea28,0x6f64ccc9,
