Module,Address,Function
msvcp140.dll,6A312F9C,"const std::basic_streambuf<char, struct std::char_traits<char>>::`vftable'"
msvcp140.dll,6A31301C,"const std::codecvt<char, char, struct _Mbstatet>::`vftable'"
msvcp140.dll,6A313060,"const std::basic_istream<char, struct std::char_traits<char>>::`vftable'"
msvcp140.dll,6A313064,"const std::basic_istream<char, struct std::char_traits<char>>::`vbtable'"
msvcp140.dll,6A313250,__int64 const std::_BADOFF
msvcp140.dll,6A31325C,"const std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::`vftable'"
msvcp140.dll,6A313298,"const std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::`vftable'"
msvcp140.dll,6A314040,"const std::basic_streambuf<unsigned short, struct std::char_traits<unsigned short>>::`vftable'"
msvcp140.dll,6A3140C0,"const std::basic_ios<unsigned short, struct std::char_traits<unsigned short>>::`vftable'"
msvcp140.dll,6A3140C8,"const std::basic_ostream<unsigned short, struct std::char_traits<unsigned short>>::`vftable'"
msvcp140.dll,6A3140CC,"const std::basic_ostream<unsigned short, struct std::char_traits<unsigned short>>::`vbtable'"
msvcp140.dll,6A3140D8,"const std::basic_istream<unsigned short, struct std::char_traits<unsigned short>>::`vftable'"
msvcp140.dll,6A3140DC,"const std::basic_istream<unsigned short, struct std::char_traits<unsigned short>>::`vbtable'"
msvcp140.dll,6A3140E8,"const std::basic_streambuf<wchar_t, struct std::char_traits<wchar_t>>::`vftable'"
msvcp140.dll,6A314168,"const std::basic_ios<wchar_t, struct std::char_traits<wchar_t>>::`vftable'"
msvcp140.dll,6A314170,"const std::basic_ostream<wchar_t, struct std::char_traits<wchar_t>>::`vftable'"
msvcp140.dll,6A314174,"const std::basic_ostream<wchar_t, struct std::char_traits<wchar_t>>::`vbtable'"
msvcp140.dll,6A314180,"const std::basic_istream<wchar_t, struct std::char_traits<wchar_t>>::`vftable'"
msvcp140.dll,6A314184,"const std::basic_istream<wchar_t, struct std::char_traits<wchar_t>>::`vbtable'"
msvcp140.dll,6A314190,"const std::time_put<wchar_t, class std::ostreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>>>::`vftable'"
msvcp140.dll,6A3141A4,"const std::num_get<wchar_t, class std::istreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>>>::`vftable'"
msvcp140.dll,6A3141E0,"const std::num_put<wchar_t, class std::ostreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>>>::`vftable'"
msvcp140.dll,6A314338,"const std::time_get<wchar_t, class std::istreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>>>::`vftable'"
msvcp140.dll,6A314364,"const std::num_get<unsigned short, class std::istreambuf_iterator<unsigned short, struct std::char_traits<unsigned short>>>::`vftable'"
msvcp140.dll,6A3143A0,"const std::num_put<unsigned short, class std::ostreambuf_iterator<unsigned short, struct std::char_traits<unsigned short>>>::`vftable'"
msvcp140.dll,6A3144F8,"const std::time_get<unsigned short, class std::istreambuf_iterator<unsigned short, struct std::char_traits<unsigned short>>>::`vftable'"
msvcp140.dll,6A314524,"const std::time_put<unsigned short, class std::ostreambuf_iterator<unsigned short, struct std::char_traits<unsigned short>>>::`vftable'"
msvcp140.dll,6A314B60,"const std::time_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::`vftable'"
msvcp140.dll,6A314B8C,"const std::time_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::`vftable'"
msvcp140.dll,6A3153EA,"public: static bool const std::moneypunct<char, 1>::intl"
msvcp140.dll,6A3153EB,"public: static bool const std::moneypunct<char, 0>::intl"
msvcp140.dll,6A3153EC,"public: static bool const std::moneypunct<wchar_t, 1>::intl"
msvcp140.dll,6A3153ED,"public: static bool const std::moneypunct<wchar_t, 0>::intl"
msvcp140.dll,6A3153EE,"public: static bool const std::moneypunct<unsigned short, 1>::intl"
msvcp140.dll,6A3153EF,"public: static bool const std::moneypunct<unsigned short, 0>::intl"
msvcp140.dll,6A3153F4,"const std::basic_iostream<char, struct std::char_traits<char>>::`vftable'"
msvcp140.dll,6A3153F8,"const std::basic_iostream<char, struct std::char_traits<char>>::`vbtable'{for `std::basic_istream<char, struct std::char_traits<char>>'}"
msvcp140.dll,6A315400,"const std::basic_iostream<char, struct std::char_traits<char>>::`vbtable'{for `std::basic_ostream<char, struct std::char_traits<char>>'}"
msvcp140.dll,6A31540C,"const std::basic_iostream<wchar_t, struct std::char_traits<wchar_t>>::`vftable'"
msvcp140.dll,6A315410,"const std::basic_iostream<wchar_t, struct std::char_traits<wchar_t>>::`vbtable'{for `std::basic_istream<wchar_t, struct std::char_traits<wchar_t>>'}"
msvcp140.dll,6A315418,"const std::basic_iostream<wchar_t, struct std::char_traits<wchar_t>>::`vbtable'{for `std::basic_ostream<wchar_t, struct std::char_traits<wchar_t>>'}"
msvcp140.dll,6A315424,"const std::basic_iostream<unsigned short, struct std::char_traits<unsigned short>>::`vftable'"
msvcp140.dll,6A315428,"const std::basic_iostream<unsigned short, struct std::char_traits<unsigned short>>::`vbtable'{for `std::basic_istream<unsigned short, struct std::char_traits<unsigned short>>'}"
msvcp140.dll,6A315430,"const std::basic_iostream<unsigned short, struct std::char_traits<unsigned short>>::`vbtable'{for `std::basic_ostream<unsigned short, struct std::char_traits<unsigned short>>'}"
msvcp140.dll,6A31545C,"char const *const `private: int __cdecl std::num_get<unsigned short, class std::istreambuf_iterator<unsigned short, struct std::char_traits<unsigned short>>>::_Getffldx(char *, class std::istreambuf_iterator<unsigned short, struct std::char_traits<unsigne"
msvcp140.dll,6A31547C,"char const *const `private: int __cdecl std::num_get<unsigned short, class std::istreambuf_iterator<unsigned short, struct std::char_traits<unsigned short>>>::_Getffld(char *, class std::istreambuf_iterator<unsigned short, struct std::char_traits<unsigned"
msvcp140.dll,6A31548C,"char const *const `private: int __cdecl std::num_get<unsigned short, class std::istreambuf_iterator<unsigned short, struct std::char_traits<unsigned short>>>::_Getifld(char *, class std::istreambuf_iterator<unsigned short, struct std::char_traits<unsigned"
msvcp140.dll,6A3154A8,"char const *const `private: int __cdecl std::num_get<wchar_t, class std::istreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>>>::_Getffldx(char *, class std::istreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>> &, class std::istreambuf_"
msvcp140.dll,6A3154C8,"char const *const `private: int __cdecl std::num_get<wchar_t, class std::istreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>>>::_Getffld(char *, class std::istreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>> &, class std::istreambuf_i"
msvcp140.dll,6A3154D8,"char const *const `private: int __cdecl std::num_get<wchar_t, class std::istreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>>>::_Getifld(char *, class std::istreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>> &, class std::istreambuf_i"
msvcp140.dll,6A3154F4,"char const *const `private: int __cdecl std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::_Getffldx(char *, class std::istreambuf_iterator<char, struct std::char_traits<char>> &, class std::istreambuf_iterator<char, "
msvcp140.dll,6A315514,"char const *const `private: int __cdecl std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::_Getffld(char *, class std::istreambuf_iterator<char, struct std::char_traits<char>> &, class std::istreambuf_iterator<char, s"
msvcp140.dll,6A315524,"char const *const `private: int __cdecl std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::_Getifld(char *, class std::istreambuf_iterator<char, struct std::char_traits<char>> &, class std::istreambuf_iterator<char, s"
msvcp140.dll,6A319270,"public: virtual void __thiscall std::basic_streambuf<char, struct std::char_traits<char>>::_Lock(void)"
msvcp140.dll,6A319270,"public: void __thiscall std::basic_istream<char, struct std::char_traits<char>>::isfx(void)"
msvcp140.dll,6A319270,"public: void __thiscall std::basic_istream<unsigned short, struct std::char_traits<unsigned short>>::isfx(void)"
msvcp140.dll,6A319270,public: void __thiscall Concurrency::details::_TaskEventLogger::_LogWorkItemCompleted(void)
msvcp140.dll,6A319270,public: void __thiscall Concurrency::details::_TaskEventLogger::_LogTaskExecutionCompleted(void)
msvcp140.dll,6A319270,public: void __thiscall Concurrency::details::_TaskEventLogger::_LogTaskCompleted(void)
msvcp140.dll,6A319270,_Mtx_destroy_in_situ
msvcp140.dll,6A319270,_Cnd_destroy_in_situ
msvcp140.dll,6A319270,__set_stl_sync_api_mode
msvcp140.dll,6A319270,public: void __thiscall Concurrency::details::_TaskEventLogger::_LogWorkItemStarted(void)
msvcp140.dll,6A319270,private: void __thiscall Concurrency::details::_ExceptionHolder::ReportUnhandledError(void)
msvcp140.dll,6A319270,"public: virtual void __thiscall std::basic_streambuf<wchar_t, struct std::char_traits<wchar_t>>::_Unlock(void)"
