Module,Address,Function,FunctionDec
host-bind.exe,00427000,FreeLibrary,
host-bind.exe,00427004,CreateFileW,
host-bind.exe,00427008,HeapSize,
host-bind.exe,0042700C,GetProcessHeap,
host-bind.exe,00427010,SetStdHandle,
host-bind.exe,00427014,SetEnvironmentVariableW,
host-bind.exe,00427018,FreeEnvironmentStringsW,
host-bind.exe,0042701C,GetEnvironmentStringsW,
host-bind.exe,00427020,Sleep,
host-bind.exe,00427024,WideCharToMultiByte,
host-bind.exe,00427028,EnterCriticalSection,
host-bind.exe,0042702C,LeaveCriticalSection,
host-bind.exe,00427030,InitializeCriticalSectionEx,
host-bind.exe,00427034,DeleteCriticalSection,
host-bind.exe,00427038,EncodePointer,
host-bind.exe,0042703C,DecodePointer,
host-bind.exe,00427040,MultiByteToWideChar,
host-bind.exe,00427044,LCMapStringEx,
host-bind.exe,00427048,GetStringTypeW,
host-bind.exe,0042704C,GetCPInfo,
host-bind.exe,00427050,IsProcessorFeaturePresent,
host-bind.exe,00427054,UnhandledExceptionFilter,
host-bind.exe,00427058,SetUnhandledExceptionFilter,
host-bind.exe,0042705C,GetCurrentProcess,
host-bind.exe,00427060,TerminateProcess,
host-bind.exe,00427064,QueryPerformanceCounter,
host-bind.exe,00427068,GetCurrentProcessId,
host-bind.exe,0042706C,GetCurrentThreadId,
host-bind.exe,00427070,GetSystemTimeAsFileTime,
host-bind.exe,00427074,InitializeSListHead,
host-bind.exe,00427078,IsDebuggerPresent,
host-bind.exe,0042707C,GetStartupInfoW,
host-bind.exe,00427080,GetModuleHandleW,
host-bind.exe,00427084,GetOEMCP,
host-bind.exe,00427088,RaiseException,
host-bind.exe,0042708C,RtlUnwind,
host-bind.exe,00427090,GetLastError,
host-bind.exe,00427094,SetLastError,
host-bind.exe,00427098,InitializeCriticalSectionAndSpinCount,
host-bind.exe,0042709C,TlsAlloc,
host-bind.exe,004270A0,TlsGetValue,
host-bind.exe,004270A4,TlsSetValue,
host-bind.exe,004270A8,TlsFree,
host-bind.exe,004270AC,WriteConsoleW,
host-bind.exe,004270B0,GetProcAddress,
host-bind.exe,004270B4,LoadLibraryExW,
host-bind.exe,004270B8,GetStdHandle,
host-bind.exe,004270BC,WriteFile,
host-bind.exe,004270C0,GetModuleFileNameW,
host-bind.exe,004270C4,ExitProcess,
host-bind.exe,004270C8,GetModuleHandleExW,
host-bind.exe,004270CC,GetCommandLineA,
host-bind.exe,004270D0,GetCommandLineW,
host-bind.exe,004270D4,HeapAlloc,
host-bind.exe,004270D8,HeapFree,
host-bind.exe,004270DC,GetFileType,
host-bind.exe,004270E0,CompareStringW,
host-bind.exe,004270E4,LCMapStringW,
host-bind.exe,004270E8,GetLocaleInfoW,
host-bind.exe,004270EC,IsValidLocale,
host-bind.exe,004270F0,GetUserDefaultLCID,
host-bind.exe,004270F4,EnumSystemLocalesW,
host-bind.exe,004270F8,CloseHandle,
host-bind.exe,004270FC,FlushFileBuffers,
host-bind.exe,00427100,GetConsoleOutputCP,
host-bind.exe,00427104,GetConsoleMode,
host-bind.exe,00427108,ReadFile,
host-bind.exe,0042710C,GetFileSizeEx,
host-bind.exe,00427110,SetFilePointerEx,
host-bind.exe,00427114,ReadConsoleW,
host-bind.exe,00427118,HeapReAlloc,
host-bind.exe,0042711C,FindClose,
host-bind.exe,00427120,FindFirstFileExW,
host-bind.exe,00427124,FindNextFileW,
host-bind.exe,00427128,IsValidCodePage,
host-bind.exe,0042712C,GetACP,
host-bind.exe,00427134,NIGS_2,
host-bind.exe,00427138,NIGS_7,
host-bind.exe,0042713C,NIGS_6,
host-bind.exe,00427140,NIGS_5,
host-bind.exe,00427144,NIGS_4,
host-bind.exe,00427148,NIGS_3,
host-bind.exe,0042714C,NIGS_1,
neomon.dll,10024037,lstrcpy,
msvcp90.dll,67791000,GetCurrentProcessId,
msvcp90.dll,67791004,GetCurrentThreadId,
msvcp90.dll,67791008,GetTickCount,
msvcp90.dll,6779100C,QueryPerformanceCounter,
msvcp90.dll,67791010,DisableThreadLibraryCalls,
msvcp90.dll,67791014,IsDebuggerPresent,
msvcp90.dll,67791018,SetUnhandledExceptionFilter,
msvcp90.dll,6779101C,UnhandledExceptionFilter,
msvcp90.dll,67791020,GetCurrentProcess,
msvcp90.dll,67791024,TerminateProcess,
msvcp90.dll,67791028,LeaveCriticalSection,
msvcp90.dll,6779102C,EnterCriticalSection,
msvcp90.dll,67791030,DeleteCriticalSection,
msvcp90.dll,67791034,InitializeCriticalSection,
msvcp90.dll,67791038,Sleep,
msvcp90.dll,6779103C,InterlockedDecrement,
msvcp90.dll,67791040,InterlockedIncrement,
msvcp90.dll,67791044,GetLocaleInfoA,
msvcp90.dll,67791048,WideCharToMultiByte,
msvcp90.dll,6779104C,MultiByteToWideChar,
msvcp90.dll,67791050,InterlockedExchange,
msvcp90.dll,67791054,InterlockedCompareExchange,
msvcp90.dll,67791058,GetSystemTimeAsFileTime,
msvcp90.dll,67791060,_Getmonths,
msvcp90.dll,67791064,public: __thiscall std::bad_cast::bad_cast(char const *),
msvcp90.dll,67791068,public: virtual __thiscall std::bad_cast::~bad_cast(void),
msvcp90.dll,6779106C,public: __thiscall std::bad_cast::bad_cast(class std::bad_cast const &),
msvcp90.dll,67791070,log,
msvcp90.dll,67791074,abort,
msvcp90.dll,67791078,fputc,
msvcp90.dll,6779107C,fputs,
msvcp90.dll,67791080,__iob_func,
msvcp90.dll,67791084,rand_s,
msvcp90.dll,67791088,fgetc,
msvcp90.dll,6779108C,ungetc,
msvcp90.dll,67791090,fflush,
msvcp90.dll,67791094,setvbuf,
msvcp90.dll,67791098,fwrite,
msvcp90.dll,6779109C,fgetpos,
msvcp90.dll,677910A0,fseek,
msvcp90.dll,677910A4,fsetpos,
msvcp90.dll,677910A8,fclose,
msvcp90.dll,677910AC,_wfsopen,
msvcp90.dll,677910B0,mbstowcs_s,
msvcp90.dll,677910B4,atan2,
msvcp90.dll,677910B8,cos,
msvcp90.dll,677910BC,exp,
msvcp90.dll,677910C0,ldexp,
msvcp90.dll,677910C4,pow,
msvcp90.dll,677910C8,sin,
msvcp90.dll,677910CC,sqrt,
msvcp90.dll,677910D0,tan,
msvcp90.dll,677910D4,fgetwc,
msvcp90.dll,677910D8,fputwc,
msvcp90.dll,677910DC,ungetwc,
msvcp90.dll,677910E0,memcpy,
msvcp90.dll,677910E4,_Strftime,
msvcp90.dll,677910E8,strcspn,
msvcp90.dll,677910EC,sprintf_s,
msvcp90.dll,677910F0,_realloc_crt,
msvcp90.dll,677910F4,setlocale,
msvcp90.dll,677910F8,_malloc_crt,
msvcp90.dll,677910FC,int (__cdecl * __cdecl _set_new_handler(int (__cdecl *)(unsigned int)))(unsigned int),
msvcp90.dll,67791100,_Getdays,
msvcp90.dll,67791104,towlower,
msvcp90.dll,67791108,towupper,
msvcp90.dll,6779110C,strcmp,
msvcp90.dll,67791110,_create_locale,
msvcp90.dll,67791114,_ui64toa_s,
msvcp90.dll,67791118,_free_locale,
msvcp90.dll,6779111C,__pctype_func,
msvcp90.dll,67791120,_errno,
msvcp90.dll,67791124,___mb_cur_max_l_func,
msvcp90.dll,67791128,___lc_codepage_func,
msvcp90.dll,6779112C,___lc_handle_func,
msvcp90.dll,67791130,__crtCompareStringA,
msvcp90.dll,67791134,___lc_collate_cp_func,
msvcp90.dll,67791138,__crtLCMapStringA,
msvcp90.dll,6779113C,isupper,
msvcp90.dll,67791140,_calloc_crt,
msvcp90.dll,67791144,islower,
msvcp90.dll,67791148,__crtGetStringTypeW,
msvcp90.dll,6779114C,__crtLCMapStringW,
msvcp90.dll,67791150,__crtCompareStringW,
msvcp90.dll,67791154,isspace,
msvcp90.dll,67791158,tolower,
msvcp90.dll,6779115C,strtod,
msvcp90.dll,67791160,void __cdecl terminate(void),
msvcp90.dll,67791164,_unlock,
msvcp90.dll,67791168,__dllonexit,
msvcp90.dll,6779116C,_encode_pointer,
msvcp90.dll,67791170,_lock,
msvcp90.dll,67791174,_onexit,
msvcp90.dll,67791178,_decode_pointer,
msvcp90.dll,6779117C,_encoded_null,
msvcp90.dll,67791180,_initterm,
msvcp90.dll,67791184,_initterm_e,
msvcp90.dll,67791188,_amsg_exit,
msvcp90.dll,6779118C,_adjust_fdiv,
msvcp90.dll,67791190,__CppXcptFilter,
msvcp90.dll,67791194,public: void __thiscall type_info::_type_info_dtor_internal_method(void),
msvcp90.dll,67791198,_crt_debugger_hook,
msvcp90.dll,6779119C,_except_handler4_common,
msvcp90.dll,677911A0,__clean_type_info_names_internal,
msvcp90.dll,677911A4,___mb_cur_max_func,
msvcp90.dll,677911A8,void __cdecl operator delete[](void *),
msvcp90.dll,677911AC,_Gettnames,
msvcp90.dll,677911B0,localeconv,
msvcp90.dll,677911B4,free,
msvcp90.dll,677911B8,"public: __thiscall std::exception::exception(char const *const &, int)",
msvcp90.dll,677911BC,__CxxFrameHandler3,
msvcp90.dll,677911C0,void * __cdecl operator new(unsigned int),
msvcp90.dll,677911C4,_invalid_parameter_noinfo,
msvcp90.dll,677911C8,public: __thiscall std::exception::exception(class std::exception const &),
msvcp90.dll,677911CC,_CxxThrowException,
msvcp90.dll,677911D0,public: __thiscall std::exception::exception(void),
msvcp90.dll,677911D4,memset,
msvcp90.dll,677911D8,memchr,
msvcp90.dll,677911DC,strlen,
msvcp90.dll,677911E0,memcmp,
msvcp90.dll,677911E4,wcslen,
msvcp90.dll,677911E8,memmove_s,
msvcp90.dll,677911EC,memcpy_s,
msvcp90.dll,677911F0,void __cdecl operator delete(void *),
msvcp90.dll,677911F4,public: virtual __thiscall std::exception::~exception(void),
msvcp90.dll,677911F8,public: virtual char const * __thiscall std::exception::what(void) const,
msvcp90.dll,677911FC,__uncaught_exception,
msvcp90.dll,67791200,public: __thiscall std::exception::exception(char const *const &),
msvcr90.dll,67851000,GetModuleFileNameA,
msvcr90.dll,67851004,GetModuleFileNameW,
msvcr90.dll,67851008,GetModuleHandleW,
msvcr90.dll,6785100C,Sleep,
msvcr90.dll,67851010,GetProcAddress,
msvcr90.dll,67851014,ExitProcess,
msvcr90.dll,67851018,WriteFile,
msvcr90.dll,6785101C,GetStdHandle,
msvcr90.dll,67851020,GetSystemWindowsDirectoryW,
msvcr90.dll,67851024,GetSystemDirectoryW,
msvcr90.dll,67851028,GetLongPathNameW,
msvcr90.dll,6785102C,GetCurrentThreadId,
msvcr90.dll,67851030,TlsGetValue,
msvcr90.dll,67851034,DebugBreak,
msvcr90.dll,67851038,OutputDebugStringA,
msvcr90.dll,6785103C,GetCommandLineA,
msvcr90.dll,67851040,DeleteCriticalSection,
msvcr90.dll,67851044,LeaveCriticalSection,
msvcr90.dll,67851048,EnterCriticalSection,
msvcr90.dll,6785104C,ExitThread,
msvcr90.dll,67851050,CloseHandle,
msvcr90.dll,67851054,GetLastError,
msvcr90.dll,67851058,ResumeThread,
msvcr90.dll,6785105C,CreateThread,
msvcr90.dll,67851060,TlsAlloc,
msvcr90.dll,67851064,TlsSetValue,
msvcr90.dll,67851068,TlsFree,
msvcr90.dll,6785106C,InterlockedIncrement,
msvcr90.dll,67851070,SetLastError,
msvcr90.dll,67851074,InterlockedDecrement,
msvcr90.dll,67851078,GetCurrentThread,
msvcr90.dll,6785107C,FindNextFileA,
msvcr90.dll,67851080,FindFirstFileA,
msvcr90.dll,67851084,FindClose,
msvcr90.dll,67851088,FindNextFileW,
msvcr90.dll,6785108C,FindFirstFileW,
msvcr90.dll,67851090,GetLogicalDrives,
msvcr90.dll,67851094,GetDiskFreeSpaceA,
msvcr90.dll,67851098,FileTimeToSystemTime,
msvcr90.dll,6785109C,FileTimeToLocalFileTime,
msvcr90.dll,678510A0,SetErrorMode,
msvcr90.dll,678510A4,Beep,
msvcr90.dll,678510A8,GetFileAttributesA,
msvcr90.dll,678510AC,SetFileAttributesA,
msvcr90.dll,678510B0,SetEnvironmentVariableA,
msvcr90.dll,678510B4,GetCurrentDirectoryA,
msvcr90.dll,678510B8,SetCurrentDirectoryA,
msvcr90.dll,678510BC,GetFullPathNameA,
msvcr90.dll,678510C0,GetDriveTypeA,
msvcr90.dll,678510C4,GetCurrentProcessId,
msvcr90.dll,678510C8,CreateDirectoryA,
msvcr90.dll,678510CC,MoveFileA,
msvcr90.dll,678510D0,RemoveDirectoryA,
msvcr90.dll,678510D4,DeleteFileA,
msvcr90.dll,678510D8,GetFileAttributesW,
msvcr90.dll,678510DC,SetEnvironmentVariableW,
msvcr90.dll,678510E0,GetCurrentDirectoryW,
msvcr90.dll,678510E4,SetCurrentDirectoryW,
msvcr90.dll,678510E8,SetFileAttributesW,
msvcr90.dll,678510EC,GetFullPathNameW,
msvcr90.dll,678510F0,CreateDirectoryW,
msvcr90.dll,678510F4,MoveFileW,
msvcr90.dll,678510F8,RemoveDirectoryW,
msvcr90.dll,678510FC,GetDriveTypeW,
msvcr90.dll,67851100,DeleteFileW,
msvcr90.dll,67851104,GetExitCodeProcess,
msvcr90.dll,67851108,WaitForSingleObject,
msvcr90.dll,6785110C,CreateProcessA,
msvcr90.dll,67851110,LoadLibraryA,
msvcr90.dll,67851114,FreeLibrary,
msvcr90.dll,67851118,CreateProcessW,
msvcr90.dll,6785111C,ReadFile,
msvcr90.dll,67851120,DuplicateHandle,
msvcr90.dll,67851124,GetCurrentProcess,
msvcr90.dll,67851128,GetSystemTimeAsFileTime,
msvcr90.dll,6785112C,GetTimeZoneInformation,
msvcr90.dll,67851130,GetLocalTime,
msvcr90.dll,67851134,WideCharToMultiByte,
msvcr90.dll,67851138,SetFileTime,
msvcr90.dll,6785113C,LocalFileTimeToFileTime,
msvcr90.dll,67851140,SystemTimeToFileTime,
msvcr90.dll,67851144,SetLocalTime,
msvcr90.dll,67851148,MultiByteToWideChar,
msvcr90.dll,6785114C,GetCPInfo,
msvcr90.dll,67851150,GetACP,
msvcr90.dll,67851154,GetOEMCP,
msvcr90.dll,67851158,IsValidCodePage,
msvcr90.dll,6785115C,GetTimeFormatA,
msvcr90.dll,67851160,GetDateFormatA,
msvcr90.dll,67851164,RtlUnwind,
msvcr90.dll,67851168,RaiseException,
msvcr90.dll,6785116C,HeapFree,
msvcr90.dll,67851170,HeapAlloc,
msvcr90.dll,67851174,GetProcessHeap,
msvcr90.dll,67851178,GetEnvironmentVariableA,
msvcr90.dll,6785117C,HeapDestroy,
msvcr90.dll,67851180,HeapCreate,
msvcr90.dll,67851184,VirtualFree,
msvcr90.dll,67851188,HeapSize,
msvcr90.dll,6785118C,HeapReAlloc,
msvcr90.dll,67851190,VirtualAlloc,
msvcr90.dll,67851194,HeapValidate,
msvcr90.dll,67851198,HeapCompact,
msvcr90.dll,6785119C,HeapWalk,
msvcr90.dll,678511A0,VirtualProtect,
msvcr90.dll,678511A4,GetSystemInfo,
msvcr90.dll,678511A8,VirtualQuery,
msvcr90.dll,678511AC,SetHandleCount,
msvcr90.dll,678511B0,GetFileType,
msvcr90.dll,678511B4,GetStartupInfoA,
msvcr90.dll,678511B8,GetFileInformationByHandle,
msvcr90.dll,678511BC,PeekNamedPipe,
msvcr90.dll,678511C0,CreateFileA,
msvcr90.dll,678511C4,CreateFileW,
msvcr90.dll,678511C8,SetFilePointer,
msvcr90.dll,678511CC,GetConsoleCP,
msvcr90.dll,678511D0,GetConsoleMode,
msvcr90.dll,678511D4,FlushFileBuffers,
msvcr90.dll,678511D8,CreatePipe,
msvcr90.dll,678511DC,SetStdHandle,
msvcr90.dll,678511E0,ReadConsoleInputA,
msvcr90.dll,678511E4,SetConsoleMode,
msvcr90.dll,678511E8,PeekConsoleInputA,
msvcr90.dll,678511EC,GetNumberOfConsoleInputEvents,
msvcr90.dll,678511F0,ReadConsoleInputW,
msvcr90.dll,678511F4,WriteConsoleA,
msvcr90.dll,678511F8,GetConsoleOutputCP,
msvcr90.dll,678511FC,WriteConsoleW,
msvcr90.dll,67851200,IsDBCSLeadByteEx,
msvcr90.dll,67851204,ReadConsoleA,
msvcr90.dll,67851208,ReadConsoleW,
msvcr90.dll,6785120C,SetEndOfFile,
msvcr90.dll,67851210,InterlockedExchange,
msvcr90.dll,67851214,LockFile,
msvcr90.dll,67851218,UnlockFile,
msvcr90.dll,6785121C,TerminateProcess,
msvcr90.dll,67851220,UnhandledExceptionFilter,
msvcr90.dll,67851224,SetUnhandledExceptionFilter,
msvcr90.dll,67851228,IsDebuggerPresent,
msvcr90.dll,6785122C,SetConsoleCtrlHandler,
msvcr90.dll,67851230,InitializeCriticalSectionAndSpinCount,
msvcr90.dll,67851234,FreeEnvironmentStringsW,
msvcr90.dll,67851238,GetEnvironmentStringsW,
msvcr90.dll,6785123C,GetCommandLineW,
msvcr90.dll,67851240,FreeEnvironmentStringsA,
msvcr90.dll,67851244,GetEnvironmentStrings,
msvcr90.dll,67851248,QueryPerformanceCounter,
msvcr90.dll,6785124C,GetTickCount,
msvcr90.dll,67851250,GetStringTypeW,
msvcr90.dll,67851254,GetStringTypeA,
msvcr90.dll,67851258,LCMapStringA,
msvcr90.dll,6785125C,LCMapStringW,
msvcr90.dll,67851260,CompareStringA,
msvcr90.dll,67851264,CompareStringW,
msvcr90.dll,67851268,GetLocaleInfoW,
msvcr90.dll,6785126C,GetLocaleInfoA,
msvcr90.dll,67851270,GetUserDefaultLCID,
msvcr90.dll,67851274,EnumSystemLocalesA,
msvcr90.dll,67851278,IsValidLocale,
msvcr90.dll,6785127C,LoadLibraryW,
msvcr90.dll,67851280,GetModuleHandleA,
winmm.dll,6945D000,ApiSetQueryApiSetPresence,
winmm.dll,6945D008,DelayLoadFailureHook,
winmm.dll,6945D010,ResolveDelayLoadedAPI,
winmm.dll,6945D018,SetErrorMode,
winmm.dll,6945D01C,SetUnhandledExceptionFilter,
winmm.dll,6945D020,GetLastError,
winmm.dll,6945D024,UnhandledExceptionFilter,
winmm.dll,6945D028,RaiseException,
winmm.dll,6945D030,GetFileSize,
winmm.dll,6945D034,CompareFileTime,
winmm.dll,6945D038,GetFileTime,
winmm.dll,6945D03C,CreateFileW,
winmm.dll,6945D040,GetFileAttributesW,
winmm.dll,6945D048,CloseHandle,
winmm.dll,6945D050,HeapSize,
winmm.dll,6945D054,HeapFree,
winmm.dll,6945D058,HeapAlloc,
winmm.dll,6945D060,LocalAlloc,
winmm.dll,6945D064,LocalFree,
winmm.dll,6945D06C,PulseEvent,
winmm.dll,6945D074,_lread,
winmm.dll,6945D07C,CheckForReadOnlyResource,
winmm.dll,6945D084,LoadResource,
winmm.dll,6945D088,SizeofResource,
winmm.dll,6945D08C,FreeResource,
winmm.dll,6945D090,GetModuleFileNameW,
winmm.dll,6945D094,DisableThreadLibraryCalls,
winmm.dll,6945D098,LoadLibraryExA,
winmm.dll,6945D09C,GetModuleFileNameA,
winmm.dll,6945D0A0,GetModuleHandleW,
winmm.dll,6945D0A4,LockResource,
winmm.dll,6945D0A8,LoadLibraryExW,
winmm.dll,6945D0AC,FreeLibrary,
winmm.dll,6945D0B0,GetProcAddress,
winmm.dll,6945D0B4,LoadStringW,
winmm.dll,6945D0B8,LoadStringA,
winmm.dll,6945D0C0,FindResourceW,
winmm.dll,6945D0C8,GetACP,
winmm.dll,6945D0D0,PathCchIsRoot,
winmm.dll,6945D0D4,PathCchStripToRoot,
winmm.dll,6945D0DC,GetPrivateProfileStringW,
winmm.dll,6945D0E0,GetProfileStringW,
winmm.dll,6945D0E8,SearchPathW,
winmm.dll,6945D0EC,GetCurrentDirectoryW,
winmm.dll,6945D0F0,SetCurrentDirectoryW,
winmm.dll,6945D0F8,TlsFree,
winmm.dll,6945D0FC,CreateThread,
winmm.dll,6945D100,TlsAlloc,
winmm.dll,6945D104,ExitThread,
winmm.dll,6945D108,ProcessIdToSessionId,
winmm.dll,6945D10C,TerminateProcess,
winmm.dll,6945D110,GetCurrentThread,
winmm.dll,6945D114,GetCurrentThreadId,
winmm.dll,6945D118,GetCurrentProcessId,
winmm.dll,6945D11C,SetThreadPriority,
winmm.dll,6945D120,GetCurrentProcess,
winmm.dll,6945D128,QueryPerformanceCounter,
winmm.dll,6945D130,RegQueryValueExW,
winmm.dll,6945D134,RegSetValueExW,
winmm.dll,6945D138,RegCloseKey,
winmm.dll,6945D13C,RegOpenKeyExW,
winmm.dll,6945D140,RegGetValueW,
winmm.dll,6945D144,RegOpenCurrentUser,
winmm.dll,6945D148,RegCreateKeyExW,
winmm.dll,6945D150,MultiByteToWideChar,
winmm.dll,6945D154,WideCharToMultiByte,
winmm.dll,6945D15C,lstrcmpiW,
winmm.dll,6945D160,lstrcmpW,
winmm.dll,6945D168,CharLowerBuffA,
winmm.dll,6945D170,SleepEx,
winmm.dll,6945D174,InitializeCriticalSection,
winmm.dll,6945D178,CreateEventA,
winmm.dll,6945D17C,SetEvent,
winmm.dll,6945D180,CreateEventW,
winmm.dll,6945D184,DeleteCriticalSection,
winmm.dll,6945D188,OpenEventW,
winmm.dll,6945D18C,WaitForSingleObject,
winmm.dll,6945D190,LeaveCriticalSection,
winmm.dll,6945D194,EnterCriticalSection,
winmm.dll,6945D198,ResetEvent,
winmm.dll,6945D1A0,Sleep,
winmm.dll,6945D1A4,InitOnceExecuteOnce,
winmm.dll,6945D1AC,GetSystemInfo,
winmm.dll,6945D1B0,GetSystemTimeAsFileTime,
winmm.dll,6945D1B4,GetTickCount,
winmm.dll,6945D1BC,Beep,
winmm.dll,6945D1C4,EventRegister,
winmm.dll,6945D1C8,EventUnregister,
winmm.dll,6945D1D0,timeBeginPeriod,
winmm.dll,6945D1D4,timeGetTime,
winmm.dll,6945D1D8,timeEndPeriod,
winmm.dll,6945D1DC,timeGetDevCaps,
winmm.dll,6945D1E0,timeGetSystemTime,
winmm.dll,6945D1E8,free,
winmm.dll,6945D1EC,__dllonexit,
winmm.dll,6945D1F0,_unlock,
winmm.dll,6945D1F4,_lock,
winmm.dll,6945D1F8,void __cdecl terminate(void),
winmm.dll,6945D1FC,_initterm,
winmm.dll,6945D200,_amsg_exit,
winmm.dll,6945D204,_XcptFilter,
winmm.dll,6945D208,_onexit,
winmm.dll,6945D20C,__CxxFrameHandler3,
winmm.dll,6945D210,_callnewh,
winmm.dll,6945D214,malloc,
winmm.dll,6945D21C,RtlUnwind,
winmm.dll,6945D220,memset,
winmm.dll,6945D224,EtwUnregisterTraceGuids,
winmm.dll,6945D228,EtwGetTraceEnableFlags,
winmm.dll,6945D22C,RtlGetActiveConsoleId,
winmm.dll,6945D230,EtwGetTraceLoggerHandle,
winmm.dll,6945D234,EtwGetTraceEnableLevel,
winmm.dll,6945D238,EtwRegisterTraceGuidsW,
winmm.dll,6945D23C,RtlMultiByteToUnicodeN,
winmm.dll,6945D240,RtlUnicodeToMultiByteN,
winmm.dll,6945D244,wcschr,
winmm.dll,6945D248,iswdigit,
winmm.dll,6945D24C,towlower,
winmm.dll,6945D250,_vsnwprintf,
winmm.dll,6945D254,NtQueryTimerResolution,
winmm.dll,6945D258,NtCreateTimer,
winmm.dll,6945D25C,NtWaitForMultipleObjects,
winmm.dll,6945D260,NtSetEvent,
winmm.dll,6945D264,NtCreateEvent,
winmm.dll,6945D268,NtCancelTimer,
winmm.dll,6945D26C,NtClose,
winmm.dll,6945D270,NtSetTimer,
winmm.dll,6945D274,strstr,
winmm.dll,6945D278,strspn,
winmm.dll,6945D27C,atoi,
winmm.dll,6945D280,strncmp,
winmm.dll,6945D284,_vsnprintf,
winmm.dll,6945D288,_allmul,
winmm.dll,6945D28C,_aulldiv,
winmm.dll,6945D290,memcmp,
winmm.dll,6945D294,memcpy,
winmm.dll,6945D298,memmove,
winmm.dll,6945D29C,EtwTraceMessage,
iphlpapi.dll,699CC000,wcschr,
iphlpapi.dll,699CC004,_wtoi,
iphlpapi.dll,699CC008,qsort_s,
iphlpapi.dll,699CC00C,memcpy,
iphlpapi.dll,699CC010,memcmp,
iphlpapi.dll,699CC014,_wcsnicmp,
iphlpapi.dll,699CC018,_wcsicmp,
iphlpapi.dll,699CC01C,iswdigit,
iphlpapi.dll,699CC020,_vsnprintf_s,
iphlpapi.dll,699CC024,_vsnwprintf_s,
iphlpapi.dll,699CC028,wcsncmp,
iphlpapi.dll,699CC02C,wcscpy_s,
iphlpapi.dll,699CC030,_except_handler4_common,
iphlpapi.dll,699CC034,memset,
iphlpapi.dll,699CC03C,time,
iphlpapi.dll,699CC040,_initterm_e,
iphlpapi.dll,699CC044,_initterm,
iphlpapi.dll,699CC04C,DelayLoadFailureHook,
iphlpapi.dll,699CC054,ResolveDelayLoadedAPI,
iphlpapi.dll,699CC05C,SetLastError,
iphlpapi.dll,699CC060,SetUnhandledExceptionFilter,
iphlpapi.dll,699CC064,UnhandledExceptionFilter,
iphlpapi.dll,699CC068,GetLastError,
iphlpapi.dll,699CC070,CloseHandle,
iphlpapi.dll,699CC074,DuplicateHandle,
iphlpapi.dll,699CC07C,HeapReAlloc,
iphlpapi.dll,699CC080,HeapFree,
iphlpapi.dll,699CC084,GetProcessHeap,
iphlpapi.dll,699CC088,HeapAlloc,
iphlpapi.dll,699CC090,LocalAlloc,
iphlpapi.dll,699CC094,LocalFree,
iphlpapi.dll,699CC09C,DeviceIoControl,
iphlpapi.dll,699CC0A4,GetModuleHandleExW,
iphlpapi.dll,699CC0A8,DisableThreadLibraryCalls,
iphlpapi.dll,699CC0AC,GetModuleHandleW,
iphlpapi.dll,699CC0B0,GetProcAddress,
iphlpapi.dll,699CC0B4,GetModuleFileNameW,
iphlpapi.dll,699CC0B8,FreeLibrary,
iphlpapi.dll,699CC0C0,FormatMessageW,
iphlpapi.dll,699CC0C8,GetCurrentProcess,
iphlpapi.dll,699CC0CC,GetCurrentThread,
iphlpapi.dll,699CC0D0,QueueUserAPC,
iphlpapi.dll,699CC0D4,TerminateProcess,
iphlpapi.dll,699CC0D8,GetCurrentThreadId,
iphlpapi.dll,699CC0DC,GetCurrentProcessId,
iphlpapi.dll,699CC0E0,OpenProcessToken,
iphlpapi.dll,699CC0E8,OpenProcess,
iphlpapi.dll,699CC0EC,GetProcessMitigationPolicy,
iphlpapi.dll,699CC0F4,QueryPerformanceCounter,
iphlpapi.dll,699CC0FC,RegCloseKey,
iphlpapi.dll,699CC100,RegOpenKeyExA,
iphlpapi.dll,699CC104,RegQueryValueExW,
iphlpapi.dll,699CC108,RegOpenKeyExW,
iphlpapi.dll,699CC10C,RegQueryValueExA,
iphlpapi.dll,699CC114,WideCharToMultiByte,
iphlpapi.dll,699CC11C,EnterCriticalSection,
iphlpapi.dll,699CC120,SetEvent,
iphlpapi.dll,699CC124,LeaveCriticalSection,
iphlpapi.dll,699CC128,InitializeCriticalSection,
iphlpapi.dll,699CC12C,DeleteCriticalSection,
iphlpapi.dll,699CC130,CreateEventW,
iphlpapi.dll,699CC138,Sleep,
iphlpapi.dll,699CC140,GetSystemDirectoryW,
iphlpapi.dll,699CC144,GetSystemTimeAsFileTime,
iphlpapi.dll,699CC148,GetTickCount,
iphlpapi.dll,699CC150,WaitForThreadpoolWorkCallbacks,
iphlpapi.dll,699CC154,CallbackMayRunLong,
iphlpapi.dll,699CC158,SubmitThreadpoolWork,
iphlpapi.dll,699CC15C,CreateThreadpoolWork,
iphlpapi.dll,699CC160,CloseThreadpoolWork,
iphlpapi.dll,699CC168,EncodePointer,
iphlpapi.dll,699CC16C,DecodePointer,
iphlpapi.dll,699CC174,GetTraceEnableFlags,
iphlpapi.dll,699CC178,GetTraceEnableLevel,
iphlpapi.dll,699CC17C,RegisterTraceGuidsW,
iphlpapi.dll,699CC180,UnregisterTraceGuids,
iphlpapi.dll,699CC184,TraceMessage,
iphlpapi.dll,699CC188,GetTraceLoggerHandle,
iphlpapi.dll,699CC190,AdjustTokenPrivileges,
iphlpapi.dll,699CC198,RtlNtStatusToDosError,
