Адрес,Тип,Порядковый номер,Символ,Символ (undecorated)
77B38470,Экспорт,1322,?unshift@?$codecvt@_SDU_Mbstatet@@@std@@QBEHAAU_Mbstatet@@PAD1AAPAD@Z,"public: int __thiscall std::codecvt<char16_t, char, struct _Mbstatet>::unshift(struct _Mbstatet &, char *, char *, char *&) const"
77B38470,Экспорт,1320,?unshift@?$codecvt@DDU_Mbstatet@@@std@@QBEHAAU_Mbstatet@@PAD1AAPAD@Z,"public: int __thiscall std::codecvt<char, char, struct _Mbstatet>::unshift(struct _Mbstatet &, char *, char *, char *&) const"
77B38470,Экспорт,1321,?unshift@?$codecvt@GDU_Mbstatet@@@std@@QBEHAAU_Mbstatet@@PAD1AAPAD@Z,"public: int __thiscall std::codecvt<unsigned short, char, struct _Mbstatet>::unshift(struct _Mbstatet &, char *, char *, char *&) const"
77B384C0,Экспорт,1336,?widen@?$ctype@D@std@@QBEDD@Z,public: char __thiscall std::ctype<char>::widen(char) const
77B384F0,Экспорт,1341,?widen@?$ctype@_W@std@@QBE_WD@Z,public: wchar_t __thiscall std::ctype<wchar_t>::widen(char) const
77B384F0,Экспорт,1338,?widen@?$ctype@G@std@@QBEGD@Z,public: unsigned short __thiscall std::ctype<unsigned short>::widen(char) const
77B38520,Экспорт,1347,?xalloc@ios_base@std@@SAHXZ,public: static int __cdecl std::ios_base::xalloc(void)
77B38560,Экспорт,1354,_Chmod,
77B385D0,Экспорт,1355,_Close_dir,
77B385F0,Экспорт,1367,_Copy_file,
77B38630,Экспорт,1369,_Current_get,
77B38670,Экспорт,1370,_Current_set,
77B38690,Экспорт,1373,_Equivalent,
77B38790,Экспорт,1383,_File_size,
77B387E0,Экспорт,1390,_Hard_links,
77B38870,Экспорт,1401,_Last_write_time,
77B388D0,Экспорт,1402,_Link,
77B38900,Экспорт,1404,_Lstat,
77B38910,Экспорт,1405,_Make_dir,
77B38940,Экспорт,1424,_Open_dir,
77B38A60,Экспорт,1427,_Read_dir,
77B38B20,Экспорт,1428,_Remove_dir,
77B38B40,Экспорт,1429,_Rename,
77B38B70,Экспорт,1430,_Resize,
77B38BE0,Экспорт,1431,_Set_last_write_time,
77B38C50,Экспорт,1434,_Stat,
77B38CF0,Экспорт,1435,_Statvfs,
77B38E00,Экспорт,1451,_Symlink,
77B38E30,Экспорт,1452,_Symlink_get,
77B38E50,Экспорт,1453,_Temp_get,
77B38EB0,Экспорт,1466,_To_byte,
77B38EE0,Экспорт,1467,_To_wide,
77B38F10,Экспорт,1472,_Unlink,
77B38FF0,Экспорт,428,?_Fiopen@std@@YAPAU_iobuf@@PBDHH@Z,"struct _iobuf * __cdecl std::_Fiopen(char const *, int, int)"
77B390E0,Экспорт,614,?_Rethrow_future_exception@std@@YAXVexception_ptr@1@@Z,void __cdecl std::_Rethrow_future_exception(class std::exception_ptr)
77B39110,Экспорт,631,?_Throw_future_error@std@@YAXABVerror_code@1@@Z,void __cdecl std::_Throw_future_error(class std::error_code const &)
77B391A0,Экспорт,1173,?resetiosflags@std@@YA?AU?$_Smanip@H@1@H@Z,struct std::_Smanip<int> __cdecl std::resetiosflags(int)
77B39230,Экспорт,1205,?setbase@std@@YA?AU?$_Smanip@H@1@H@Z,struct std::_Smanip<int> __cdecl std::setbase(int)
77B39250,Экспорт,1214,?setiosflags@std@@YA?AU?$_Smanip@H@1@H@Z,struct std::_Smanip<int> __cdecl std::setiosflags(int)
77B39270,Экспорт,1221,?setprecision@std@@YA?AU?$_Smanip@_J@1@_J@Z,struct std::_Smanip<__int64> __cdecl std::setprecision(__int64)
77B392D0,Экспорт,404,?_Addstd@ios_base@std@@SAXPAV12@@Z,public: static void __cdecl std::ios_base::_Addstd(class std::ios_base *)
77B39330,Экспорт,406,?_Atexit@@YAXP6AXXZ@Z,void __cdecl _Atexit(void (__cdecl *)(void))
77B39580,Экспорт,55,??0?$codecvt@DDU_Mbstatet@@@std@@QAE@ABV_Locinfo@1@I@Z,"public: __thiscall std::codecvt<char, char, struct _Mbstatet>::codecvt<char, char, struct _Mbstatet>(class std::_Locinfo const &, unsigned int)"
77B395A0,Экспорт,73,??0?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@QAE@ABV_Locinfo@1@I@Z,"public: __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>(class std::_Locinfo const &, unsigned int)"
77B395C0,Экспорт,79,??0?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@QAE@ABV_Locinfo@1@I@Z,"public: __thiscall std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>(class std::_Locinfo const &, unsigned int)"
77B39600,Экспорт,426,?_Ffmt@?$num_put@_WV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@ABAPADPADDH@Z,"private: char * __cdecl std::num_put<wchar_t, class std::ostreambuf_iterator<wchar_t, struct std::char_traits<wchar_t>>>::_Ffmt(char *, char, int) const"
77B39600,Экспорт,425,?_Ffmt@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@ABAPADPADDH@Z,"private: char * __cdecl std::num_put<unsigned short, class std::ostreambuf_iterator<unsigned short, struct std::char_traits<unsigned short>>>::_Ffmt(char *, char, int) const"
77B39600,Экспорт,424,?_Ffmt@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@ABAPADPADDH@Z,"private: char * __cdecl std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::_Ffmt(char *, char, int) const"
77B396A0,Экспорт,431,?_Fput@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@ABA?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@AAVios_base@2@DPBDI@Z,"private: class std::ostreambuf_iterator<char, struct std::char_traits<char>> __cdecl std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::_Fput(class std::ostreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, char, char const *, unsigned int) const"
77B399D0,Экспорт,461,?_Getffld@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@ABAHPADAAV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@1AAVios_base@2@PAH@Z,"private: int __cdecl std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::_Getffld(char *, class std::istreambuf_iterator<char, struct std::char_traits<char>> &, class std::istreambuf_iterator<char, struct std::char_traits<char>> &, class std::ios_base &, int *) const"
77B3A170,Экспорт,464,?_Getffldx@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@ABAHPADAAV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@1AAVios_base@2@PAH@Z,"private: int __cdecl std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::_Getffldx(char *, class std::istreambuf_iterator<char, struct std::char_traits<char>> &, class std::istreambuf_iterator<char, struct std::char_traits<char>> &, class std::ios_base &, int *) const"
77B3A970,Экспорт,489,?_Gninc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IAEPADXZ,"protected: char * __thiscall std::basic_streambuf<char, struct std::char_traits<char>>::_Gninc(void)"
77B3A990,Экспорт,546,?_Locimp_Addfac@_Locimp@locale@std@@CAXPAV123@PAVfacet@23@I@Z,"private: static void __cdecl std::locale::_Locimp::_Locimp_Addfac(class std::locale::_Locimp *, class std::locale::facet *, unsigned int)"
77B3ABA0,Экспорт,711,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAAG@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, unsigned short &) const"
77B3ACD0,Экспорт,712,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAAI@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, unsigned int &) const"
77B3AD20,Экспорт,713,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAAJ@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, long &) const"
77B3AE30,Экспорт,715,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAAM@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, float &) const"
77B3AF60,Экспорт,716,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAAN@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, double &) const"
77B3B070,Экспорт,717,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAAO@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, long double &) const"
77B3B0C0,Экспорт,718,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAAPAX@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, void *&) const"
77B3B1C0,Экспорт,719,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAA_J@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, __int64 &) const"
77B3B2D0,Экспорт,720,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAA_K@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, unsigned __int64 &) const"
77B3B3E0,Экспорт,721,?do_get@?$num_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@2@V32@0AAVios_base@2@AAHAA_N@Z,"protected: virtual class std::istreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_get<char, class std::istreambuf_iterator<char, struct std::char_traits<char>>>::do_get(class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::istreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, int &, bool &) const"
77B3B5F0,Экспорт,787,?do_out@?$codecvt@DDU_Mbstatet@@@std@@MBEHAAU_Mbstatet@@PBD1AAPBDPAD3AAPAD@Z,"protected: virtual int __thiscall std::codecvt<char, char, struct _Mbstatet>::do_out(struct _Mbstatet &, char const *, char const *, char const *&, char *, char *, char *&) const"
77B3B5F0,Экспорт,762,?do_in@?$codecvt@DDU_Mbstatet@@@std@@MBEHAAU_Mbstatet@@PBD1AAPBDPAD3AAPAD@Z,"protected: virtual int __thiscall std::codecvt<char, char, struct _Mbstatet>::do_in(struct _Mbstatet &, char const *, char const *, char const *&, char *, char *, char *&) const"
77B3B620,Экспорт,771,?do_length@?$codecvt@DDU_Mbstatet@@@std@@MBEHAAU_Mbstatet@@PBD1I@Z,"protected: virtual int __thiscall std::codecvt<char, char, struct _Mbstatet>::do_length(struct _Mbstatet &, char const *, char const *, unsigned int) const"
77B3B650,Экспорт,792,?do_put@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@AAVios_base@2@DJ@Z,"protected: virtual class std::ostreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::do_put(class std::ostreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, char, long) const"
77B3B6D0,Экспорт,794,?do_put@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@AAVios_base@2@DN@Z,"protected: virtual class std::ostreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::do_put(class std::ostreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, char, double) const"
77B3B800,Экспорт,795,?do_put@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@AAVios_base@2@DO@Z,"protected: virtual class std::ostreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::do_put(class std::ostreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, char, long double) const"
77B3B930,Экспорт,796,?do_put@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@AAVios_base@2@DPBX@Z,"protected: virtual class std::ostreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::do_put(class std::ostreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, char, void const *) const"
77B3B9A0,Экспорт,797,?do_put@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@AAVios_base@2@D_J@Z,"protected: virtual class std::ostreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::do_put(class std::ostreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, char, __int64) const"
77B3BA20,Экспорт,799,?do_put@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@MBE?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@AAVios_base@2@D_N@Z,"protected: virtual class std::ostreambuf_iterator<char, struct std::char_traits<char>> __thiscall std::num_put<char, class std::ostreambuf_iterator<char, struct std::char_traits<char>>>::do_put(class std::ostreambuf_iterator<char, struct std::char_traits<char>>, class std::ios_base &, char, bool) const"
77B3BBF0,Экспорт,965,?global@locale@std@@SA?AV12@ABV12@@Z,public: static class std::locale __cdecl std::locale::global(class std::locale const &)
77B3BDE0,Экспорт,470,?_Getgloballocale@locale@std@@CAPAV_Locimp@12@XZ,private: static class std::locale::_Locimp * __cdecl std::locale::_Getgloballocale(void)
77B3BDF0,Экспорт,548,?_Locimp_dtor@_Locimp@locale@std@@CAXPAV123@@Z,private: static void __cdecl std::locale::_Locimp::_Locimp_dtor(class std::locale::_Locimp *)
77B3BE70,Экспорт,551,?_Locinfo_ctor@_Locinfo@std@@SAXPAV12@PBD@Z,"public: static void __cdecl std::_Locinfo::_Locinfo_ctor(class std::_Locinfo *, char const *)"
77B3BED0,Экспорт,552,?_Locinfo_dtor@_Locinfo@std@@SAXPAV12@@Z,public: static void __cdecl std::_Locinfo::_Locinfo_dtor(class std::_Locinfo *)
77B3BF00,Экспорт,617,?_Setgloballocale@locale@std@@CAXPAX@Z,private: static void __cdecl std::locale::_Setgloballocale(void *)
77B3BF30,Экспорт,677,?classic@locale@std@@SAABV12@XZ,public: static class std::locale const & __cdecl std::locale::classic(void)
77B3BF50,Экспорт,855,?empty@locale@std@@SA?AV12@XZ,public: static class std::locale __cdecl std::locale::empty(void)
77B3BF90,Экспорт,567,?_MP_Add@std@@YAXQA_K_K@Z,"void __cdecl std::_MP_Add(unsigned __int64 *const, unsigned __int64)"
77B3BFD0,Экспорт,568,?_MP_Get@std@@YA_KQA_K@Z,unsigned __int64 __cdecl std::_MP_Get(unsigned __int64 *const)
77B3C000,Экспорт,569,?_MP_Mul@std@@YAXQA_K_K1@Z,"void __cdecl std::_MP_Mul(unsigned __int64 *const, unsigned __int64, unsigned __int64)"
77B3C0E0,Экспорт,570,?_MP_Rem@std@@YAXQA_K_K@Z,"void __cdecl std::_MP_Rem(unsigned __int64 *const, unsigned __int64)"
77B3C4A0,Экспорт,945,?get_new_handler@std@@YAP6AXXZXZ,void (__cdecl * __cdecl std::get_new_handler(void))(void)
77B3C500,Экспорт,1201,?set_new_handler@std@@YAP6AXXZP6AXXZ@Z,void (__cdecl * __cdecl std::set_new_handler(void (__cdecl *)(void)))(void)
77B3C580,Экспорт,628,?_Syserror_map@std@@YAPBDH@Z,char const * __cdecl std::_Syserror_map(int)
77B3C5B0,Экспорт,646,?_Winerror_map@std@@YAHH@Z,int __cdecl std::_Winerror_map(int)
77B3C5E0,Экспорт,647,?_Winerror_message@std@@YAKKPADK@Z,"unsigned long __cdecl std::_Winerror_message(unsigned long, char *, unsigned long)"
77B3C6B0,Экспорт,629,?_Throw_C_error@std@@YAXH@Z,void __cdecl std::_Throw_C_error(int)
